semnatic_similarity_with_src,sentiment_analysis_with_src,sentiment_analysis_with_tgt,sentence_entropy,semnatic_similarity_with_tgt,rouge_score_with_tgt,bleu_score_with_tgt,jaccard_similarity_score_with_tgt,dice_similarity_score_with_tgt,bert-score,summary_score
0.283332705,0,0,3.238901257,0.421704412,"{'rouge-1': {'r': 0.25, 'p': 0.2222222222222222, 'f': 0.23529411266435996}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.2222222222222222, 'f': 0.23529411266435996}}",3.38E-78,0.1875,0.315789474,0.544255376,0.21565944
0.400769502,1,1,2,0.564298034,"{'rouge-1': {'r': 0.16666666666666666, 'p': 0.3333333333333333, 'f': 0.22222221777777784}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.3333333333333333, 'f': 0.22222221777777784}}",0.159446618,0.111111111,0.2,0.500361145,0.245901838
0.552685082,0,1,2.921928095,0.682055831,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.42857142857142855, 'f': 0.37499999507812504}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.42857142857142855, 'f': 0.37499999507812504}}",0.300419152,0.285714286,0.444444444,0.631680727,0.237501815
0.362239093,1,1,2.321928095,0.636568308,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.5, 'f': 0.36363635900826446}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.5, 'f': 0.36363635900826446}}",0.187669008,0.3,0.461538462,0.697532296,0.227830932
0.253357887,0,1,2.584962501,0.891153455,"{'rouge-1': {'r': 0.5, 'p': 0.4, 'f': 0.4444444395061729}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.25, 'f': 0.2857142808163266}, 'rouge-l': {'r': 0.5, 'p': 0.4, 'f': 0.4444444395061729}}",0.594155982,0.375,0.545454545,0.829870403,0.396583378
0.238893226,0,0,3.4677201,0.613648593,"{'rouge-1': {'r': 0.16666666666666666, 'p': 0.08333333333333333, 'f': 0.11111110666666683}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.08333333333333333, 'f': 0.11111110666666683}}",0.165342328,0.055555556,0.105263158,0.416423231,0.21565944
0.234527752,0,0,2.521640636,0.260318786,"{'rouge-1': {'r': 0.2, 'p': 0.4, 'f': 0.2666666622222223}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2, 'p': 0.4, 'f': 0.2666666622222223}}",0.240683784,0.214285714,0.352941176,0.593649149,0.216729373
0.3783032,0,0,2.251629167,0.390151381,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.5, 'f': 0.36363635900826446}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.5, 'f': 0.36363635900826446}}",0.074681931,0.3,0.461538462,0.641002357,0.237501815
0.555059552,0,1,3.969815782,0.827835202,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.125, 'f': 0.21052631313019393}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.125, 'f': 0.21052631313019393}}",0.18306882,0.111111111,0.2,0.562672198,0.194662094
0.318929136,0,1,2.251629167,0.18410787,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.5, 'f': 0.22222221876543213}, 'rouge-2': {'r': 0.07692307692307693, 'p': 0.25, 'f': 0.11764705522491362}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.5, 'f': 0.22222221876543213}}",0.0820061,0.176470588,0.3,0.473672241,0.229301497
0.282229394,0,0,2.584962501,0.106213681,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",2.87E-78,0.083333333,0.153846154,0.436614841,0.217777878
0.350822449,0,0,3.121928095,0.683023691,"{'rouge-1': {'r': 0.4, 'p': 0.5, 'f': 0.4444444395061729}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.4, 'p': 0.5, 'f': 0.4444444395061729}}",0.333449832,0.333333333,0.5,0.675439954,0.219868213
0.066549055,0,1,2.918295834,0.290554941,"{'rouge-1': {'r': 0.36363636363636365, 'p': 0.5714285714285714, 'f': 0.44444443969135805}, 'rouge-2': {'r': 0.1, 'p': 0.14285714285714285, 'f': 0.11764705397923896}, 'rouge-l': {'r': 0.36363636363636365, 'p': 0.5714285714285714, 'f': 0.44444443969135805}}",0.224035067,0.333333333,0.5,0.563541234,0.223311841
0.339286357,0,1,2.807354922,0.841348827,"{'rouge-1': {'r': 0.5, 'p': 0.6666666666666666, 'f': 0.5714285665306124}, 'rouge-2': {'r': 0.14285714285714285, 'p': 0.2, 'f': 0.1666666618055557}, 'rouge-l': {'r': 0.375, 'p': 0.5, 'f': 0.4285714236734694}}",0.355726969,0.454545455,0.625,0.746189773,0.201786727
0.276072592,0,0,3.640223929,0.904061913,"{'rouge-1': {'r': 0.8333333333333334, 'p': 0.8333333333333334, 'f': 0.8333333283333335}, 'rouge-2': {'r': 0.5, 'p': 0.6153846153846154, 'f': 0.5517241329845423}, 'rouge-l': {'r': 0.8333333333333334, 'p': 0.8333333333333334, 'f': 0.8333333283333335}}",0.677008043,0.733333333,0.846153846,0.825199485,0.243139967
0.440604746,0,0,2.807354922,0.334372997,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",4.52E-155,0.111111111,0.2,0.483537167,0.227830932
0.200458363,1,1,2.251629167,0.426750481,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.25, 'f': 0.18181817719008275}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.25, 'f': 0.18181817719008275}}",2.38E-78,0.090909091,0.166666667,0.434683591,0.245901838
0.372837842,0,0,2.251629167,0.815650403,"{'rouge-1': {'r': 0.42857142857142855, 'p': 0.75, 'f': 0.5454545408264463}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.5, 'f': 0.39999999520000007}, 'rouge-l': {'r': 0.42857142857142855, 'p': 0.75, 'f': 0.5454545408264463}}",0.415736153,0.444444444,0.615384615,0.763069808,0.245901838
0.599744976,0,1,2.584962501,0.614806652,"{'rouge-1': {'r': 0.5, 'p': 0.8, 'f': 0.6153846106508877}, 'rouge-2': {'r': 0.42857142857142855, 'p': 0.75, 'f': 0.5454545408264463}, 'rouge-l': {'r': 0.5, 'p': 0.8, 'f': 0.6153846106508877}}",0.411049015,0.5,0.666666667,0.74817872,0.229301497
0.442249089,0,1,2.251629167,0.758405685,"{'rouge-1': {'r': 0.75, 'p': 0.75, 'f': 0.749999995}, 'rouge-2': {'r': 0.6666666666666666, 'p': 0.5, 'f': 0.5714285665306124}, 'rouge-l': {'r': 0.75, 'p': 0.75, 'f': 0.749999995}}",0.561066889,0.666666667,0.8,0.875350595,0.245901838
0.548793077,0,1,2.584962501,0.928433776,"{'rouge-1': {'r': 0.7142857142857143, 'p': 1.0, 'f': 0.8333333284722222}, 'rouge-2': {'r': 0.5, 'p': 0.75, 'f': 0.5999999952}, 'rouge-l': {'r': 0.7142857142857143, 'p': 1.0, 'f': 0.8333333284722222}}",0.636766562,0.625,0.769230769,0.777697504,0.336188525
0.437384546,1,0,2.321928095,0.524261177,"{'rouge-1': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}}",0.219725128,0.25,0.4,0.519269645,0.24451828
0.303198427,1,1,2.725480557,0.298215747,"{'rouge-1': {'r': 0.125, 'p': 0.2857142857142857, 'f': 0.17391303924385643}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.125, 'p': 0.2857142857142857, 'f': 0.17391303924385643}}",0.083358715,0.090909091,0.166666667,0.403267354,0.217777878
0.252468884,0,1,1.584962501,0.735334039,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.026927518,0.083333333,0.153846154,0.558294535,0.245901838
0.364380091,0,0,3.169925001,0.816423535,"{'rouge-1': {'r': 0.4444444444444444, 'p': 0.5, 'f': 0.4705882303114187}, 'rouge-2': {'r': 0.25, 'p': 0.2857142857142857, 'f': 0.266666661688889}, 'rouge-l': {'r': 0.4444444444444444, 'p': 0.5, 'f': 0.4705882303114187}}",0.47450796,0.357142857,0.526315789,0.699982643,0.207673937
0.51968497,0,0,1.584962501,0.682299972,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",3.05E-155,0.2,0.333333333,0.623900592,0.200108826
0.502870381,0,0,2.321928095,0.447729617,"{'rouge-1': {'r': 0.1, 'p': 0.25, 'f': 0.14285713877551035}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1, 'p': 0.25, 'f': 0.14285713877551035}}",0.095767197,0.142857143,0.25,0.519704342,0.229301497
0.362511396,0,1,2,0.637515068,"{'rouge-1': {'r': 0.08333333333333333, 'p': 0.3333333333333333, 'f': 0.13333333013333343}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.08333333333333333, 'p': 0.3333333333333333, 'f': 0.13333333013333343}}",0.018224441,0.133333333,0.235294118,0.554589152,0.226518467
0.35517326,0,0,2.321928095,0.770503402,"{'rouge-1': {'r': 0.375, 'p': 0.75, 'f': 0.49999999555555563}, 'rouge-2': {'r': 0.2857142857142857, 'p': 0.6666666666666666, 'f': 0.3999999958}, 'rouge-l': {'r': 0.375, 'p': 0.75, 'f': 0.49999999555555563}}",0.401626878,0.4,0.571428571,0.775090277,0.297373801
0.434043169,0,0,3,0.701277614,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.14285714285714285, 'f': 0.14285713785714302}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.14285714285714285, 'f': 0.14285713785714302}}",0.287510315,0.142857143,0.25,0.579578102,0.217777878
0.090521447,0,0,2,0.234784812,"{'rouge-1': {'r': 0.15384615384615385, 'p': 0.6666666666666666, 'f': 0.24999999695312503}, 'rouge-2': {'r': 0.08333333333333333, 'p': 0.5, 'f': 0.14285714040816327}, 'rouge-l': {'r': 0.15384615384615385, 'p': 0.6666666666666666, 'f': 0.24999999695312503}}",0.005098386,0.2,0.333333333,0.520734727,0.260146856
0.529112637,0,1,3,0.851545453,"{'rouge-1': {'r': 0.7142857142857143, 'p': 0.7142857142857143, 'f': 0.7142857092857143}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}, 'rouge-l': {'r': 0.7142857142857143, 'p': 0.7142857142857143, 'f': 0.7142857092857143}}",0.520174871,0.6,0.75,0.866990626,0.237501815
0.530548036,0,0,2.584962501,0.682683706,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.2, 'f': 0.1666666618055557}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.2, 'f': 0.1666666618055557}}",0.227683523,0.166666667,0.285714286,0.478566706,0.245901838
0.345017523,0,0,3.546593564,0.571534753,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.36363636363636365, 'f': 0.31999999507200005}, 'rouge-2': {'r': 0.21428571428571427, 'p': 0.2727272727272727, 'f': 0.23999999507200007}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.36363636363636365, 'f': 0.31999999507200005}}",0.344758586,0.227272727,0.37037037,0.681071877,0.241862968
0.373869061,0,1,3.084962501,0.802383363,"{'rouge-1': {'r': 0.5, 'p': 0.3333333333333333, 'f': 0.39999999520000007}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.1, 'f': 0.12499999531250018}, 'rouge-l': {'r': 0.5, 'p': 0.3333333333333333, 'f': 0.39999999520000007}}",0.284337045,0.230769231,0.375,0.741020262,0.226518467
0.161740303,0,0,1.584962501,0.834966779,"{'rouge-1': {'r': 0.3333333333333333, 'p': 1.0, 'f': 0.4999999962500001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.3333333333333333, 'p': 1.0, 'f': 0.4999999962500001}}",0.166943252,0.428571429,0.6,0.807929575,0.213728592
0.306375593,0,1,1.835237745,0.856210947,"{'rouge-1': {'r': 0.5714285714285714, 'p': 1.0, 'f': 0.7272727226446282}, 'rouge-2': {'r': 0.4444444444444444, 'p': 1.0, 'f': 0.6153846111242604}, 'rouge-l': {'r': 0.5714285714285714, 'p': 1.0, 'f': 0.7272727226446282}}",0.562739612,0.571428571,0.727272727,0.8105551,0.214960665
0.53841269,0,0,2.807354922,0.200357959,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",7.07E-155,0.1,0.181818182,0.338492513,0.223311841
0.404375553,1,1,2.251629167,0.42689985,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",4.35E-155,0.090909091,0.166666667,0.459103823,0.245901838
0.285332203,0,1,2,0.669972301,"{'rouge-1': {'r': 0.3, 'p': 0.75, 'f': 0.4285714244897959}, 'rouge-2': {'r': 0.2222222222222222, 'p': 0.6666666666666666, 'f': 0.33333332958333334}, 'rouge-l': {'r': 0.3, 'p': 0.75, 'f': 0.4285714244897959}}",0.116385939,0.25,0.4,0.759213269,0.346492857
0.524177909,1,1,2.321928095,0.507810414,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.41902846,0.142857143,0.25,0.526400149,0.224611089
0.550503314,0,1,3.022055209,0.375535011,"{'rouge-1': {'r': 0.42857142857142855, 'p': 0.375, 'f': 0.3999999950222222}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.1111111111111111, 'f': 0.1333333285333335}, 'rouge-l': {'r': 0.42857142857142855, 'p': 0.375, 'f': 0.3999999950222222}}",0.252726654,0.307692308,0.470588235,0.590389609,0.216729373
0.200012639,0,1,2.725480557,0.60680455,"{'rouge-1': {'r': 0.25, 'p': 0.3333333333333333, 'f': 0.2857142808163266}, 'rouge-2': {'r': 0.125, 'p': 0.16666666666666666, 'f': 0.14285713795918387}, 'rouge-l': {'r': 0.25, 'p': 0.3333333333333333, 'f': 0.2857142808163266}}",0.439603314,0.230769231,0.375,0.566405833,0.216729373
0.620184064,0,0,2.807354922,0.334891737,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.155430821,0.083333333,0.153846154,0.483412087,0.237501815
0.432518721,0,0,2,0.722499371,"{'rouge-1': {'r': 0.375, 'p': 1.0, 'f': 0.5454545414876033}, 'rouge-2': {'r': 0.25, 'p': 1.0, 'f': 0.39999999680000003}, 'rouge-l': {'r': 0.375, 'p': 1.0, 'f': 0.5454545414876033}}",0.268871773,0.444444444,0.615384615,0.86758709,0.666696846
0.459516376,0,1,2.321928095,0.924735367,"{'rouge-1': {'r': 0.5, 'p': 0.75, 'f': 0.5999999952}, 'rouge-2': {'r': 0.2, 'p': 0.3333333333333333, 'f': 0.24999999531250006}, 'rouge-l': {'r': 0.5, 'p': 0.75, 'f': 0.5999999952}}",0.507129594,0.5,0.666666667,0.815194488,0.346492857
0.389924914,1,1,3.418295834,0.680163443,"{'rouge-1': {'r': 0.2631578947368421, 'p': 0.5, 'f': 0.34482758168846617}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.15789473684210525, 'p': 0.3, 'f': 0.20689654720570758}}",0.137725258,0.24,0.387096774,0.60957557,0.225686774
0.113080435,0,0,3,0.322959065,"{'rouge-1': {'r': 0.05555555555555555, 'p': 0.14285714285714285, 'f': 0.07999999596800021}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.05555555555555555, 'p': 0.14285714285714285, 'f': 0.07999999596800021}}",0.026354695,0.08,0.148148148,0.457993746,0.227830932
0.405661583,0,0,2.75,0.541942418,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.093278706,0.111111111,0.2,0.482673317,0.245901838
0.478583664,0,0,2.321928095,0.487035513,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.038842344,0.0625,0.117647059,0.448985547,0.245901838
0.252394348,1,0,2.807354922,0.550268292,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.099433126,0.090909091,0.166666667,0.512115657,0.245901838
0.498596609,1,1,1.918295834,0.446946323,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",2.41E-79,0.076923077,0.142857143,0.427246243,0.24451828
0.350360662,0,1,1.584962501,0.55657953,"{'rouge-1': {'r': 0.08333333333333333, 'p': 0.5, 'f': 0.14285714040816327}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.08333333333333333, 'p': 0.5, 'f': 0.14285714040816327}}",0.008243325,0.142857143,0.25,0.499438435,0.245464876
0.555172622,0,0,2.807354922,0.522177935,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",3.95E-155,0.125,0.222222222,0.5663203,0.237501815
0.698481977,0,1,2.321928095,0.244958639,"{'rouge-1': {'r': 0.18181818181818182, 'p': 0.5, 'f': 0.26666666275555556}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.18181818181818182, 'p': 0.5, 'f': 0.26666666275555556}}",0.114417419,0.142857143,0.25,0.450035125,0.601026356
0.616726696,1,0,3.169925001,0.343671441,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.25, 'f': 0.266666661688889}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.125, 'f': 0.13333332835555575}}",0.24575159,0.214285714,0.352941176,0.60127151,0.356571913
0.466241688,0,1,2.321928095,0.707901299,"{'rouge-1': {'r': 0.3333333333333333, 'p': 1.0, 'f': 0.4999999962500001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.75, 'f': 0.3749999962500001}}",0.093726225,0.384615385,0.555555556,0.707518041,0.299800158
0.444612533,1,1,2.321928095,0.370108485,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.25, 'f': 0.2857142808163266}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.25, 'f': 0.2857142808163266}}",0.375792173,0.285714286,0.444444444,0.649997771,0.385668546
0.378408819,0,0,2.521640636,0.507109046,"{'rouge-1': {'r': 0.0625, 'p': 0.4, 'f': 0.10810810577063555}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0625, 'p': 0.4, 'f': 0.10810810577063555}}",0.000311217,0.083333333,0.153846154,0.464909285,0.24451828
0.320188791,0,0,2.521640636,0.265918851,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",2.83E-78,0,0,0.338463485,0.196305543
0.524201095,1,0,2.321928095,0.397004604,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.059706078,0.076923077,0.142857143,0.504131138,0.245901838
0.153492615,0,1,2.584962501,0.915449381,"{'rouge-1': {'r': 1.0, 'p': 0.8, 'f': 0.8888888839506174}, 'rouge-2': {'r': 0.6666666666666666, 'p': 0.5, 'f': 0.5714285665306124}, 'rouge-l': {'r': 1.0, 'p': 0.8, 'f': 0.8888888839506174}}",0.701306276,0.833333333,0.909090909,0.946798325,0.207673937
0.132273659,1,1,2.321928095,0.475369394,"{'rouge-1': {'r': 0.07692307692307693, 'p': 0.25, 'f': 0.11764705522491362}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.07692307692307693, 'p': 0.25, 'f': 0.11764705522491362}}",1.92E-79,0.117647059,0.210526316,0.541726291,0.225686774
0.383853883,0,0,2.321928095,0.541473746,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",3.68E-78,0.125,0.222222222,0.46219644,0.790802121
0.608729005,0,1,2,0.329510331,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.042340866,0.058823529,0.111111111,0.502930462,0.237501815
0.497871667,0,0,2.807354922,0.700318277,"{'rouge-1': {'r': 0.2222222222222222, 'p': 0.3333333333333333, 'f': 0.2666666618666667}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2222222222222222, 'p': 0.3333333333333333, 'f': 0.2666666618666667}}",0.079301043,0.214285714,0.352941176,0.661270738,0.237501815
0.388229847,0,0,2.584962501,0.601069808,"{'rouge-1': {'r': 0.5, 'p': 0.4, 'f': 0.4444444395061729}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.5, 'p': 0.4, 'f': 0.4444444395061729}}",0.508411712,0.375,0.545454545,0.599645019,0.229301497
0.299569875,0,0,2.646439345,0.400425732,"{'rouge-1': {'r': 0.17647058823529413, 'p': 0.5, 'f': 0.26086956136105866}, 'rouge-2': {'r': 0.0625, 'p': 0.16666666666666666, 'f': 0.09090908694214893}, 'rouge-l': {'r': 0.17647058823529413, 'p': 0.5, 'f': 0.26086956136105866}}",0.071658221,0.19047619,0.32,0.459466159,0.229120582
0.549644709,0,0,2.321928095,0.619667828,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",3.67E-78,0.1,0.181818182,0.494441152,0.589541793
0.180321723,0,0,2.5,0.714400649,"{'rouge-1': {'r': 0.2727272727272727, 'p': 0.6, 'f': 0.374999995703125}, 'rouge-2': {'r': 0.1, 'p': 0.2, 'f': 0.13333332888888905}, 'rouge-l': {'r': 0.2727272727272727, 'p': 0.6, 'f': 0.374999995703125}}",0.231418322,0.285714286,0.444444444,0.593868315,0.269065142
0.274752378,0,1,3.75,0.311103404,"{'rouge-1': {'r': 0.25, 'p': 0.2857142857142857, 'f': 0.266666661688889}, 'rouge-2': {'r': 0.0625, 'p': 0.06666666666666667, 'f': 0.06451612403746138}, 'rouge-l': {'r': 0.25, 'p': 0.2857142857142857, 'f': 0.266666661688889}}",0.250016546,0.148148148,0.258064516,0.504585624,0.208007544
0.405501664,0,0,2.807354922,0.958202481,"{'rouge-1': {'r': 0.625, 'p': 0.8333333333333334, 'f': 0.7142857093877552}, 'rouge-2': {'r': 0.375, 'p': 0.6, 'f': 0.4615384568047337}, 'rouge-l': {'r': 0.625, 'p': 0.8333333333333334, 'f': 0.7142857093877552}}",0.429221822,0.6,0.75,0.803518593,0.237501815
0.220010802,0,1,3,0.456171125,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",3.78E-78,0.076923077,0.142857143,0.555224776,0.245901838
0.154526263,0,1,3.4677201,0.480650157,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",1.42E-78,0,0,0.365371257,0.224611089
0.491531521,0,1,2.721928095,0.1585491,"{'rouge-1': {'r': 0.1111111111111111, 'p': 0.16666666666666666, 'f': 0.1333333285333335}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1111111111111111, 'p': 0.16666666666666666, 'f': 0.1333333285333335}}",2.67E-78,0.133333333,0.235294118,0.48485297,0.245901838
0.588498354,1,1,2.321928095,0.631470561,"{'rouge-1': {'r': 0.1, 'p': 0.25, 'f': 0.14285713877551035}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1, 'p': 0.25, 'f': 0.14285713877551035}}",0.112528391,0.071428571,0.133333333,0.595127165,0.24451828
0.147159144,1,1,3,0.747187078,"{'rouge-1': {'r': 0.36363636363636365, 'p': 0.5714285714285714, 'f': 0.44444443969135805}, 'rouge-2': {'r': 0.2, 'p': 0.3333333333333333, 'f': 0.24999999531250006}, 'rouge-l': {'r': 0.36363636363636365, 'p': 0.5714285714285714, 'f': 0.44444443969135805}}",0.475328936,0.333333333,0.5,0.753485084,0.208007544
