comet,ter,semnatic_similarity_with_src,sentiment_analysis_with_src,sentiment_analysis_with_tgt,sentence_entropy,semnatic_similarity_with_tgt,rouge_score_with_tgt,bleu_score_with_tgt,jaccard_similarity_score_with_tgt,dice_similarity_score_with_tgt,bert-score
0.343799621,0.5,0.497943819,0,1,3.584962501,0.741346121,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.5, 'f': 0.5714285665306124}, 'rouge-2': {'r': 0.375, 'p': 0.2727272727272727, 'f': 0.3157894688088643}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.5, 'f': 0.5714285665306124}}",0.542559097,0.3125,0.476190476,0.722716033
0.679564297,0.857142857,0.190431967,1,1,4.680813428,0.540807426,"{'rouge-1': {'r': 0.5, 'p': 0.5769230769230769, 'f': 0.535714280739796}, 'rouge-2': {'r': 0.25, 'p': 0.3076923076923077, 'f': 0.275862064019025}, 'rouge-l': {'r': 0.5, 'p': 0.5769230769230769, 'f': 0.535714280739796}}",0.525883158,0.365853659,0.535714286,0.686318994
0.901950717,0.6,0.426713616,1,0,3.576617645,0.410841674,"{'rouge-1': {'r': 0.2222222222222222, 'p': 0.3076923076923077, 'f': 0.2580645112591052}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2222222222222222, 'p': 0.3076923076923077, 'f': 0.2580645112591052}}",0.231045379,0.107142857,0.193548387,0.473331153
1.184080839,0,0.609552622,0,1,4.415458134,0.910479128,"{'rouge-1': {'r': 0.6153846153846154, 'p': 0.6666666666666666, 'f': 0.6399999950080001}, 'rouge-2': {'r': 0.41935483870967744, 'p': 0.40625, 'f': 0.4126984076996725}, 'rouge-l': {'r': 0.5769230769230769, 'p': 0.625, 'f': 0.599999995008}}",0.705317388,0.470588235,0.64,0.785442472
0.511848748,0.75,0.649241269,1,0,4.169925001,0.954727411,"{'rouge-1': {'r': 0.6111111111111112, 'p': 0.6111111111111112, 'f': 0.6111111061111112}, 'rouge-2': {'r': 0.2777777777777778, 'p': 0.29411764705882354, 'f': 0.2857142807183674}, 'rouge-l': {'r': 0.5555555555555556, 'p': 0.5555555555555556, 'f': 0.5555555505555557}}",0.730674765,0.44,0.611111111,0.836248755
0.597169101,1,0.449713051,0,0,3.664497779,0.15510194,"{'rouge-1': {'r': 0.2, 'p': 0.23076923076923078, 'f': 0.21428570931122462}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2, 'p': 0.23076923076923078, 'f': 0.21428570931122462}}",0.337991249,0.076923077,0.142857143,0.379477501
-1.211749077,1,0.667112112,0,0,4,0.475547612,"{'rouge-1': {'r': 0.4375, 'p': 0.4375, 'f': 0.43749999500000003}, 'rouge-2': {'r': 0.2, 'p': 0.2, 'f': 0.19999999500000015}, 'rouge-l': {'r': 0.375, 'p': 0.375, 'f': 0.37499999500000003}}",0.458223081,0.28,0.4375,0.59296149
-0.216592297,0.833333333,0.709977806,0,0,3.169925001,0.766703486,"{'rouge-1': {'r': 0.4444444444444444, 'p': 0.4444444444444444, 'f': 0.44444443944444445}, 'rouge-2': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}, 'rouge-l': {'r': 0.4444444444444444, 'p': 0.4444444444444444, 'f': 0.44444443944444445}}",0.533538805,0.285714286,0.444444444,0.741235077
0.936493337,0.666666667,0.860064745,1,1,4.175735869,0.656369805,"{'rouge-1': {'r': 0.5, 'p': 0.5263157894736842, 'f': 0.5128205078238003}, 'rouge-2': {'r': 0.2857142857142857, 'p': 0.2857142857142857, 'f': 0.2857142807142858}, 'rouge-l': {'r': 0.45, 'p': 0.47368421052631576, 'f': 0.46153845654174885}}",0.58108105,0.333333333,0.5,0.796586752
1.128009796,0,0.476768881,0,1,3.852168724,0.498813987,"{'rouge-1': {'r': 0.5384615384615384, 'p': 0.4666666666666667, 'f': 0.4999999950255103}, 'rouge-2': {'r': 0.07692307692307693, 'p': 0.0625, 'f': 0.0689655122948874}, 'rouge-l': {'r': 0.23076923076923078, 'p': 0.2, 'f': 0.21428570931122462}}",0.372743443,0.217391304,0.357142857,0.567553043
-0.239501745,0.428571429,0.223733217,0,1,4.315824334,0.495538443,"{'rouge-1': {'r': 0.42857142857142855, 'p': 0.42857142857142855, 'f': 0.4285714235714286}, 'rouge-2': {'r': 0.18181818181818182, 'p': 0.16, 'f': 0.17021276097781818}, 'rouge-l': {'r': 0.38095238095238093, 'p': 0.38095238095238093, 'f': 0.38095237595238096}}",0.501442249,0.264705882,0.418604651,0.601924241
1.227907538,0,0.808401525,1,0,4.825164052,0.178654343,"{'rouge-1': {'r': 0.1875, 'p': 0.10714285714285714, 'f': 0.13636363173553734}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.125, 'p': 0.07142857142857142, 'f': 0.09090908628099197}}",0.154180413,0.071428571,0.133333333,0.318470061
0.621567309,0.5,0.84285897,0,1,4.368522528,0.949295223,"{'rouge-1': {'r': 0.85, 'p': 0.8095238095238095, 'f': 0.8292682876859013}, 'rouge-2': {'r': 0.65, 'p': 0.6190476190476191, 'f': 0.6341463364663892}, 'rouge-l': {'r': 0.75, 'p': 0.7142857142857143, 'f': 0.7317073120761451}}",0.847000987,0.708333333,0.829268293,0.921728432
0.894780695,0.636363636,0.32145074,0,1,4,0.904494345,"{'rouge-1': {'r': 0.6470588235294118, 'p': 0.6875, 'f': 0.6666666616712582}, 'rouge-2': {'r': 0.375, 'p': 0.4, 'f': 0.3870967691987514}, 'rouge-l': {'r': 0.6470588235294118, 'p': 0.6875, 'f': 0.6666666616712582}}",0.664457314,0.5,0.666666667,0.737507105
0.005847575,0.8,0.455685377,0,0,3.762310736,0.36164856,"{'rouge-1': {'r': 0.2631578947368421, 'p': 0.35714285714285715, 'f': 0.30303029814508725}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.21052631578947367, 'p': 0.2857142857142857, 'f': 0.24242423753902673}}",0.33216404,0.133333333,0.235294118,0.530660152
0.878547192,0.4,0.892602503,0,1,4.363713276,0.689461589,"{'rouge-1': {'r': 0.5416666666666666, 'p': 0.5909090909090909, 'f': 0.5652173863137997}, 'rouge-2': {'r': 0.34782608695652173, 'p': 0.32, 'f': 0.3333333283420139}, 'rouge-l': {'r': 0.5416666666666666, 'p': 0.5909090909090909, 'f': 0.5652173863137997}}",0.704953944,0.352941176,0.52173913,0.804394484
0.916600645,0.222222222,0.820018649,1,1,3.997670276,0.808232069,"{'rouge-1': {'r': 0.45454545454545453, 'p': 0.5882352941176471, 'f': 0.5128205079026957}, 'rouge-2': {'r': 0.20833333333333334, 'p': 0.2777777777777778, 'f': 0.23809523319727902}, 'rouge-l': {'r': 0.4090909090909091, 'p': 0.5294117647058824, 'f': 0.46153845662064436}}",0.586617429,0.3,0.461538462,0.745622873
1.052201271,0.2,0.459909558,1,1,4.087462841,0.722412765,"{'rouge-1': {'r': 0.42105263157894735, 'p': 0.47058823529411764, 'f': 0.44444443945987655}, 'rouge-2': {'r': 0.2777777777777778, 'p': 0.3125, 'f': 0.2941176420761246}, 'rouge-l': {'r': 0.42105263157894735, 'p': 0.47058823529411764, 'f': 0.44444443945987655}}",0.585502832,0.285714286,0.444444444,0.845957577
0.872361779,0.6,0.578435719,0,1,3.921928095,0.800011516,"{'rouge-1': {'r': 0.5625, 'p': 0.5625, 'f': 0.562499995}, 'rouge-2': {'r': 0.3684210526315789, 'p': 0.3888888888888889, 'f': 0.37837837338203073}, 'rouge-l': {'r': 0.5625, 'p': 0.5625, 'f': 0.562499995}}",0.69901592,0.391304348,0.5625,0.763965547
1.093230486,0,0.39172259,0,1,4.664497779,0.625683606,"{'rouge-1': {'r': 0.3888888888888889, 'p': 0.2692307692307692, 'f': 0.3181818133471075}, 'rouge-2': {'r': 0.11764705882352941, 'p': 0.07407407407407407, 'f': 0.09090908616735562}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.23076923076923078, 'f': 0.2727272678925621}}",0.331840177,0.189189189,0.318181818,0.617334545
1.128295064,0.166666667,0.838228941,1,0,4.297079328,0.915849924,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.6, 'f': 0.6315789423822715}, 'rouge-2': {'r': 0.3684210526315789, 'p': 0.35, 'f': 0.3589743539776463}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.6, 'f': 0.6315789423822715}}",0.772164905,0.444444444,0.615384615,0.854197621
0.919687092,0.111111111,0.88196522,1,1,4.53266528,0.915964127,"{'rouge-1': {'r': 0.5652173913043478, 'p': 0.5416666666666666, 'f': 0.5531914843639657}, 'rouge-2': {'r': 0.34615384615384615, 'p': 0.34615384615384615, 'f': 0.3461538411538462}, 'rouge-l': {'r': 0.5217391304347826, 'p': 0.5, 'f': 0.5106382928746039}}",0.707624134,0.342857143,0.510638298,0.845036149
0.996060312,0.571428571,0.036585245,0,0,3.997670276,-0.00288038,"{'rouge-1': {'r': 0.13333333333333333, 'p': 0.11764705882352941, 'f': 0.12499999501953145}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.06666666666666667, 'p': 0.058823529411764705, 'f': 0.06249999501953165}}",0.246495999,0.066666667,0.125,0.445253819
1.234514236,0,0.834504843,0,0,4.221928095,0.702281594,"{'rouge-1': {'r': 0.3888888888888889, 'p': 0.3684210526315789, 'f': 0.37837837338203073}, 'rouge-2': {'r': 0.15789473684210525, 'p': 0.15789473684210525, 'f': 0.15789473184210542}, 'rouge-l': {'r': 0.3888888888888889, 'p': 0.3684210526315789, 'f': 0.37837837338203073}}",0.484289453,0.233333333,0.378378378,0.736491621
1.070091724,0,0.47663039,1,0,3.324862958,0.69203651,"{'rouge-1': {'r': 0.3076923076923077, 'p': 0.36363636363636365, 'f': 0.3333333283680556}, 'rouge-2': {'r': 0.08333333333333333, 'p': 0.07692307692307693, 'f': 0.07999999500800031}, 'rouge-l': {'r': 0.23076923076923078, 'p': 0.2727272727272727, 'f': 0.24999999503472223}}",0.449419003,0.2,0.333333333,0.579737484
0.982896864,0.4,0.157128274,0,0,3.975418018,0.54983753,"{'rouge-1': {'r': 0.3181818181818182, 'p': 0.4117647058823529, 'f': 0.35897435405654177}, 'rouge-2': {'r': 0.045454545454545456, 'p': 0.05263157894736842, 'f': 0.04878048283164834}, 'rouge-l': {'r': 0.3181818181818182, 'p': 0.4117647058823529, 'f': 0.35897435405654177}}",0.392442471,0.21875,0.358974359,0.667371571
1.018250227,0.222222222,0.402382165,1,1,4.121928095,0.827647448,"{'rouge-1': {'r': 0.5652173913043478, 'p': 0.7222222222222222, 'f': 0.6341463365377752}, 'rouge-2': {'r': 0.34782608695652173, 'p': 0.42105263157894735, 'f': 0.38095237599773246}, 'rouge-l': {'r': 0.5652173913043478, 'p': 0.7222222222222222, 'f': 0.6341463365377752}}",0.624500332,0.464285714,0.634146341,0.845082164
1.12238121,0,0.446253747,0,0,4.825164052,0.619373679,"{'rouge-1': {'r': 0.27586206896551724, 'p': 0.27586206896551724, 'f': 0.27586206396551727}, 'rouge-2': {'r': 0.07142857142857142, 'p': 0.06666666666666667, 'f': 0.06896551224732497}, 'rouge-l': {'r': 0.2413793103448276, 'p': 0.2413793103448276, 'f': 0.2413793053448277}}",0.415499137,0.16,0.275862069,0.667076051
1.216277599,0,0.66782707,0,0,4.454636151,0.776823521,"{'rouge-1': {'r': 0.4090909090909091, 'p': 0.34615384615384615, 'f': 0.3749999950347223}, 'rouge-2': {'r': 0.08695652173913043, 'p': 0.05714285714285714, 'f': 0.06896551245541056}, 'rouge-l': {'r': 0.36363636363636365, 'p': 0.3076923076923077, 'f': 0.3333333283680556}}",0.251696773,0.230769231,0.375,0.591203451
1.165513754,0,0.415028721,1,1,4.458591206,0.921342254,"{'rouge-1': {'r': 0.6521739130434783, 'p': 0.6521739130434783, 'f': 0.6521739080434783}, 'rouge-2': {'r': 0.34615384615384615, 'p': 0.34615384615384615, 'f': 0.3461538411538462}, 'rouge-l': {'r': 0.6086956521739131, 'p': 0.6086956521739131, 'f': 0.6086956471739131}}",0.743430221,0.483870968,0.652173913,0.882168949
0.845718443,0.666666667,0.397541434,0,1,3.773557262,0.641026139,"{'rouge-1': {'r': 0.4166666666666667, 'p': 0.35714285714285715, 'f': 0.38461537964497045}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.14285714285714285, 'f': 0.1538461488757398}}",0.459149499,0.181818182,0.307692308,0.67182225
1.005154252,0.6,0.864667356,1,0,3.906890596,0.794341862,"{'rouge-1': {'r': 0.7333333333333333, 'p': 0.7333333333333333, 'f': 0.7333333283333333}, 'rouge-2': {'r': 0.5714285714285714, 'p': 0.5714285714285714, 'f': 0.5714285664285715}, 'rouge-l': {'r': 0.6, 'p': 0.6, 'f': 0.5999999950000001}}",0.771885324,0.578947368,0.733333333,0.863112152
1.139119387,0.285714286,0.082971096,1,0,4.501629167,0.71904242,"{'rouge-1': {'r': 0.7083333333333334, 'p': 0.7083333333333334, 'f': 0.7083333283333334}, 'rouge-2': {'r': 0.4583333333333333, 'p': 0.4583333333333333, 'f': 0.45833332833333335}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}}",0.709036565,0.46875,0.638297872,0.852717042
0.790165603,1,0.404140055,0,1,3.584962501,0.821227252,"{'rouge-1': {'r': 0.35714285714285715, 'p': 0.4166666666666667, 'f': 0.38461537964497045}, 'rouge-2': {'r': 0.15384615384615385, 'p': 0.18181818181818182, 'f': 0.16666666170138905}, 'rouge-l': {'r': 0.35714285714285715, 'p': 0.4166666666666667, 'f': 0.38461537964497045}}",0.421212051,0.238095238,0.384615385,0.708811283
0.883624732,0.333333333,0.870341599,1,1,4.229871195,0.89317143,"{'rouge-1': {'r': 0.7142857142857143, 'p': 0.75, 'f': 0.7317073120761451}, 'rouge-2': {'r': 0.36, 'p': 0.42857142857142855, 'f': 0.3913043428638942}, 'rouge-l': {'r': 0.7142857142857143, 'p': 0.75, 'f': 0.7317073120761451}}",0.685379956,0.576923077,0.731707317,0.854986489
1.042777061,0,0.758770823,1,1,4.885129041,0.865555525,"{'rouge-1': {'r': 0.5806451612903226, 'p': 0.5625, 'f': 0.5714285664298314}, 'rouge-2': {'r': 0.2903225806451613, 'p': 0.25, 'f': 0.26865671144575637}, 'rouge-l': {'r': 0.5483870967741935, 'p': 0.53125, 'f': 0.5396825346837996}}",0.635207695,0.340425532,0.507936508,0.739793062
0.907861352,0.5,0.757068455,1,0,4.459431619,0.656403542,"{'rouge-1': {'r': 0.2727272727272727, 'p': 0.2727272727272727, 'f': 0.2727272677272728}, 'rouge-2': {'r': 0.125, 'p': 0.14285714285714285, 'f': 0.13333332835555575}, 'rouge-l': {'r': 0.2727272727272727, 'p': 0.2727272727272727, 'f': 0.2727272677272728}}",0.569918194,0.157894737,0.272727273,0.682530463
1.137408376,0,0.134105235,1,1,4,0.813342631,"{'rouge-1': {'r': 0.23529411764705882, 'p': 0.25, 'f': 0.2424242374288339}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.23529411764705882, 'p': 0.25, 'f': 0.2424242374288339}}",0.389541049,0.137931034,0.242424242,0.653458953
1.106293201,0,0.370560974,0,1,3.975418018,0.708490014,"{'rouge-1': {'r': 0.4375, 'p': 0.4117647058823529, 'f': 0.42424241924701567}, 'rouge-2': {'r': 0.26666666666666666, 'p': 0.2, 'f': 0.2285714236734695}, 'rouge-l': {'r': 0.4375, 'p': 0.4117647058823529, 'f': 0.42424241924701567}}",0.412815483,0.269230769,0.424242424,0.709523916
1.16950798,0,0.086818591,0,1,4.789015478,0.727688611,"{'rouge-1': {'r': 0.47619047619047616, 'p': 0.37037037037037035, 'f': 0.4166666617447917}, 'rouge-2': {'r': 0.14285714285714285, 'p': 0.10714285714285714, 'f': 0.12244897469387774}, 'rouge-l': {'r': 0.47619047619047616, 'p': 0.37037037037037035, 'f': 0.4166666617447917}}",0.445959846,0.256410256,0.408163265,0.687772334
0.928620279,0.2,0.919374228,1,1,3.700439718,0.590345204,"{'rouge-1': {'r': 0.5833333333333334, 'p': 0.5384615384615384, 'f': 0.559999995008}, 'rouge-2': {'r': 0.2727272727272727, 'p': 0.25, 'f': 0.26086956022684316}, 'rouge-l': {'r': 0.5, 'p': 0.46153846153846156, 'f': 0.47999999500800006}}",0.703794477,0.388888889,0.56,0.830819249
1.112498999,0,0.237381011,0,1,4.29366069,0.188979194,"{'rouge-1': {'r': 0.15, 'p': 0.15, 'f': 0.14999999500000016}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.15, 'p': 0.15, 'f': 0.14999999500000016}}",0.223643626,0.078947368,0.146341463,0.44853884
0.753994942,0.5,0.726078153,0,0,4.418157288,0.818610668,"{'rouge-1': {'r': 0.6521739130434783, 'p': 0.6521739130434783, 'f': 0.6521739080434783}, 'rouge-2': {'r': 0.4583333333333333, 'p': 0.4074074074074074, 'f': 0.4313725440369089}, 'rouge-l': {'r': 0.6521739130434783, 'p': 0.6521739130434783, 'f': 0.6521739080434783}}",0.711831777,0.483870968,0.652173913,0.816646218
1.1238482,0,0.491920292,0,0,3.027169118,0.369837403,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.2222222222222222, 'f': 0.1739130387145559}, 'rouge-2': {'r': 0.06666666666666667, 'p': 0.1, 'f': 0.07999999520000028}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.2222222222222222, 'f': 0.1739130387145559}}",0.185641811,0.095238095,0.173913043,0.45606029
0.880322039,0.166666667,0.11327076,0,1,3.947702779,0.545513034,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.1875, 'f': 0.16216215725346983}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.1875, 'f': 0.16216215725346983}}",0.287282805,0.088235294,0.162162162,0.531787395
0.405639559,0.833333333,0.717592537,1,1,4.247927513,0.964435518,"{'rouge-1': {'r': 0.6190476190476191, 'p': 0.6842105263157895, 'f': 0.6499999950125002}, 'rouge-2': {'r': 0.45, 'p': 0.5, 'f': 0.47368420554016627}, 'rouge-l': {'r': 0.6190476190476191, 'p': 0.6842105263157895, 'f': 0.6499999950125002}}",0.814677649,0.481481481,0.65,0.884784698
-0.492594033,1,0.945729911,1,1,4.423251797,0.915663242,"{'rouge-1': {'r': 0.7, 'p': 0.6086956521739131, 'f': 0.6511627857220119}, 'rouge-2': {'r': 0.42857142857142855, 'p': 0.3333333333333333, 'f': 0.37499999507812504}, 'rouge-l': {'r': 0.65, 'p': 0.5652173913043478, 'f': 0.6046511578150352}}",0.635149947,0.482758621,0.651162791,0.804257035
0.568836272,0.333333333,0.209207043,0,0,3.251629167,0.550126255,"{'rouge-1': {'r': 0.3, 'p': 0.3, 'f': 0.2999999950000001}, 'rouge-2': {'r': 0.1111111111111111, 'p': 0.09090909090909091, 'f': 0.09999999505000023}, 'rouge-l': {'r': 0.3, 'p': 0.3, 'f': 0.2999999950000001}}",0.39614705,0.111111111,0.2,0.596382976
1.008643866,0.333333333,0.90098387,1,1,4,0.929917634,"{'rouge-1': {'r': 0.5625, 'p': 0.5625, 'f': 0.562499995}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}, 'rouge-l': {'r': 0.5625, 'p': 0.5625, 'f': 0.562499995}}",0.817768366,0.391304348,0.5625,0.86284709
0.965388775,0.090909091,0.736446202,0,0,3.589898095,0.715323329,"{'rouge-1': {'r': 0.6153846153846154, 'p': 0.6666666666666666, 'f': 0.6399999950080001}, 'rouge-2': {'r': 0.6666666666666666, 'p': 0.7142857142857143, 'f': 0.6896551674197384}, 'rouge-l': {'r': 0.6153846153846154, 'p': 0.6666666666666666, 'f': 0.6399999950080001}}",0.790737059,0.5,0.666666667,0.875363529
0.741694391,0.777777778,0.943015218,1,1,4.478232197,0.971208215,"{'rouge-1': {'r': 0.88, 'p': 0.88, 'f': 0.879999995}, 'rouge-2': {'r': 0.6, 'p': 0.6, 'f': 0.5999999950000001}, 'rouge-l': {'r': 0.84, 'p': 0.84, 'f': 0.839999995}}",0.849567398,0.785714286,0.88,0.91191107
0.763408661,0.875,0.848973691,1,0,3.664497779,0.783850789,"{'rouge-1': {'r': 0.3888888888888889, 'p': 0.5384615384615384, 'f': 0.4516128983558793}, 'rouge-2': {'r': 0.15789473684210525, 'p': 0.23076923076923078, 'f': 0.18749999517578136}, 'rouge-l': {'r': 0.3888888888888889, 'p': 0.5384615384615384, 'f': 0.4516128983558793}}",0.341972223,0.291666667,0.451612903,0.71856916
0.943880737,0.5,0.537761807,0,1,4.297079328,0.524444818,"{'rouge-1': {'r': 0.4117647058823529, 'p': 0.35, 'f': 0.37837837341124914}, 'rouge-2': {'r': 0.1875, 'p': 0.15, 'f': 0.16666666172839517}, 'rouge-l': {'r': 0.29411764705882354, 'p': 0.25, 'f': 0.270270265303141}}",0.489506812,0.233333333,0.378378378,0.627767086
1.095380664,0,0.404192954,1,1,4.142664356,0.909301281,"{'rouge-1': {'r': 0.8125, 'p': 0.7222222222222222, 'f': 0.7647058773702423}, 'rouge-2': {'r': 0.5333333333333333, 'p': 0.4444444444444444, 'f': 0.48484847988980717}, 'rouge-l': {'r': 0.75, 'p': 0.6666666666666666, 'f': 0.7058823479584776}}",0.735426022,0.545454545,0.705882353,0.873631895
0.992910922,0.2,0.582038939,0,0,3.664497779,0.189603746,"{'rouge-1': {'r': 0.375, 'p': 0.46153846153846156, 'f': 0.4137930985017836}, 'rouge-2': {'r': 0.13333333333333333, 'p': 0.15384615384615385, 'f': 0.14285713788265325}, 'rouge-l': {'r': 0.375, 'p': 0.46153846153846156, 'f': 0.4137930985017836}}",0.309656383,0.208333333,0.344827586,0.575746357
1.132230282,0,0.228964597,0,0,4.369707377,0.575697303,"{'rouge-1': {'r': 0.2916666666666667, 'p': 0.28, 'f': 0.28571428071636823}, 'rouge-2': {'r': 0.1111111111111111, 'p': 0.0967741935483871, 'f': 0.10344827088585042}, 'rouge-l': {'r': 0.25, 'p': 0.24, 'f': 0.24489795418575602}}",0.489170944,0.166666667,0.285714286,0.661954522
1.089262843,0.25,0.925503731,1,0,4,0.849884033,"{'rouge-1': {'r': 0.5, 'p': 0.5625, 'f': 0.5294117597231834}, 'rouge-2': {'r': 0.11764705882352941, 'p': 0.13333333333333333, 'f': 0.12499999501953145}, 'rouge-l': {'r': 0.4444444444444444, 'p': 0.5, 'f': 0.4705882303114187}}",0.615426758,0.259259259,0.411764706,0.767239451
-0.885968864,0.5,0.853253007,1,1,4.243300369,0.965284467,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.7, 'f': 0.682926824271267}, 'rouge-2': {'r': 0.47619047619047616, 'p': 0.47619047619047616, 'f': 0.4761904711904762}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.7, 'f': 0.682926824271267}}",0.75489261,0.538461538,0.7,0.851570308
-0.571111262,0.6,0.411045969,0,1,4.53266528,0.680831671,"{'rouge-1': {'r': 0.3, 'p': 0.25, 'f': 0.27272726776859507}, 'rouge-2': {'r': 0.05263157894736842, 'p': 0.04, 'f': 0.04545454054752119}, 'rouge-l': {'r': 0.3, 'p': 0.25, 'f': 0.27272726776859507}}",0.347660373,0.157894737,0.272727273,0.578492761
1.138260722,0,0.639338851,1,1,4.306890596,0.65850842,"{'rouge-1': {'r': 0.15789473684210525, 'p': 0.13043478260869565, 'f': 0.14285713790249452}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.15789473684210525, 'p': 0.13043478260869565, 'f': 0.14285713790249452}}",0.302320701,0.076923077,0.142857143,0.558488011
0.967313707,0.142857143,0.883747995,0,1,4.696131794,0.620607913,"{'rouge-1': {'r': 0.625, 'p': 0.5555555555555556, 'f': 0.5882352891349482}, 'rouge-2': {'r': 0.391304347826087, 'p': 0.32142857142857145, 'f': 0.35294117151864673}, 'rouge-l': {'r': 0.5416666666666666, 'p': 0.48148148148148145, 'f': 0.5098039165859286}}",0.638953598,0.416666667,0.588235294,0.734511256
0.893706441,0.285714286,0.837233603,0,1,4.017894148,0.677631974,"{'rouge-1': {'r': 0.45, 'p': 0.47368421052631576, 'f': 0.46153845654174885}, 'rouge-2': {'r': 0.09090909090909091, 'p': 0.08695652173913043, 'f': 0.08888888389135831}, 'rouge-l': {'r': 0.4, 'p': 0.42105263157894735, 'f': 0.4102564052596976}}",0.547221852,0.290322581,0.45,0.727143526
0.762311995,1.25,0.002678372,0,0,4.18346519,0.662903428,"{'rouge-1': {'r': 0.2631578947368421, 'p': 0.25, 'f': 0.2564102514135438}, 'rouge-2': {'r': 0.1, 'p': 0.09090909090909091, 'f': 0.09523809024943337}, 'rouge-l': {'r': 0.2631578947368421, 'p': 0.25, 'f': 0.2564102514135438}}",0.525607795,0.147058824,0.256410256,0.783001006
1.127059937,0,0.76234442,1,0,4.640319531,0.919592381,"{'rouge-1': {'r': 0.7692307692307693, 'p': 0.7142857142857143, 'f': 0.7407407357475996}, 'rouge-2': {'r': 0.6451612903225806, 'p': 0.625, 'f': 0.6349206299218948}, 'rouge-l': {'r': 0.7692307692307693, 'p': 0.7142857142857143, 'f': 0.7407407357475996}}",0.789257665,0.558823529,0.716981132,0.926772654
-0.595362127,1,0.039849319,1,1,4.478232197,0.755052567,"{'rouge-1': {'r': 0.7619047619047619, 'p': 0.6666666666666666, 'f': 0.7111111061333335}, 'rouge-2': {'r': 0.4, 'p': 0.35714285714285715, 'f': 0.37735848558205776}, 'rouge-l': {'r': 0.7619047619047619, 'p': 0.6666666666666666, 'f': 0.7111111061333335}}",0.650347388,0.551724138,0.711111111,0.843764484
0.566368878,0.166666667,0.633605361,1,1,4.08418372,0.816292763,"{'rouge-1': {'r': 0.5294117647058824, 'p': 0.5, 'f': 0.514285709289796}, 'rouge-2': {'r': 0.29411764705882354, 'p': 0.2631578947368421, 'f': 0.2777777727932099}, 'rouge-l': {'r': 0.5294117647058824, 'p': 0.5, 'f': 0.514285709289796}}",0.579556517,0.296296296,0.457142857,0.803670883
0.910929024,0.333333333,0.627526224,0,0,3.794653474,0.95313102,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.8, 'f': 0.7272727223140496}, 'rouge-2': {'r': 0.38095238095238093, 'p': 0.47058823529411764, 'f': 0.421052626634349}, 'rouge-l': {'r': 0.5555555555555556, 'p': 0.6666666666666666, 'f': 0.6060606011019284}}",0.697492448,0.571428571,0.727272727,0.839829266
-0.618270755,1.125,0.471665144,1,0,4.136842188,0.671293497,"{'rouge-1': {'r': 0.30434782608695654, 'p': 0.3684210526315789, 'f': 0.33333332837868485}, 'rouge-2': {'r': 0.08, 'p': 0.09090909090909091, 'f': 0.08510637799909491}, 'rouge-l': {'r': 0.2608695652173913, 'p': 0.3157894736842105, 'f': 0.2857142807596373}}",0.38472818,0.2,0.333333333,0.55020231
0.295378864,0.4,0.941902399,1,0,4.169925001,0.965185642,"{'rouge-1': {'r': 0.6875, 'p': 0.6111111111111112, 'f': 0.647058818546713}, 'rouge-2': {'r': 0.35294117647058826, 'p': 0.35294117647058826, 'f': 0.35294117147058834}, 'rouge-l': {'r': 0.5625, 'p': 0.5, 'f': 0.5294117597231834}}",0.679762171,0.416666667,0.588235294,0.833114207
